"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","State and Province","Duration","Growth Habit","Native Status","Bloom Period"
"MYAP","","MYAP","Myosurus apetalus","","Myosurus","","apetalus","","","","","","","","","","","C. Gay","","","","","USA (AZ, CA, CO, ID, MT, ND, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Annual","Forb/herb","L48 (N), CAN (N)",""
"MYAPB","","MYAPB","Myosurus apetalus var. borealis","","Myosurus","","apetalus","","","","var.","","borealis","","","","","C. Gay","Whittemore","","","","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC, SK)","Annual","Forb/herb","L48 (N), CAN (N)","Mid Spring"
"MYAPM","","MYAPM","Myosurus apetalus var. montanus","","Myosurus","","apetalus","","","","var.","","montanus","","","","","C. Gay","(G.R. Campb.) Whitemore","","","","USA (AZ, CA, CO, MT, ND, NM, NV, OR, SD, UT, WY), CAN (AB, SK)","Annual","Forb/herb","L48 (N), CAN (N)",""
"MYCU","","MYCU","Myosurus cupulatus","","Myosurus","","cupulatus","","","","","","","","","","","S. Watson","","","","","USA (AZ, CA, CO, NM, NV, UT)","Annual","Forb/herb","L48 (N)",""
"MYMI2","","MYMI2","Myosurus minimus","","Myosurus","","minimus","","","","","","","","","","","L.","","","","","USA (AL, AR, AZ, CA, CO, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MN, MO, MS, MT, NC, ND, NE, NM, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Annual","Forb/herb","L48 (N), CAN (N)","Mid Spring"
"MYNI","","MYNI","Myosurus nitidus","","Myosurus","","nitidus","","","","","","","","","","","Eastw.","","","","","USA (AZ, CO, NM)","Annual","Forb/herb","L48 (N)",""
"MYRIO","","MYRIO","Myriophyllum","","Myriophyllum","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"MYSI","","MYSI","Myriophyllum sibiricum","","Myriophyllum","","sibiricum","","","","","","","","","","","Kom.","","","","","USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)",""
"MYSP2","","MYSP2","Myriophyllum spicatum","","Myriophyllum","","spicatum","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), CAN (BC, NB, ON, QC)","Perennial","Forb/herb","L48 (I), AK (I), CAN (I)",""
"MYVE3","","MYVE3","Myriophyllum verticillatum","","Myriophyllum","","verticillatum","","","","","","","","","","","L.","","","","","USA (AK, AR, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, LA, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, TX, UT, VT, WA, WI, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), SPM (N)",""
"NAJAS","","NAJAS","Najas","","Najas","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","","","",""
"NAGU","","NAGU","Najas guadalupensis","","Najas","","guadalupensis","","","","","","","","","","","(Spreng.) Magnus","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, MB, ON, QC)","Annual","Forb/herb","L48 (N), HI (I), PR (N), CAN (N)","Summer"
"NAGUG","","NAGUG","Najas guadalupensis ssp. guadalupensis","","Najas","","guadalupensis","ssp.","","guadalupensis","","","","","","","","(Spreng.) Magnus","(Spreng.) Magnus","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, ON)","Annual","Forb/herb","L48 (N), HI (I), PR (N), CAN (N)",""
"NAMA4","","NAMA4","Nama","","Nama","","","","","","","","","","","","","","","","","","USA (AL, AZ, CA, CO, FL, HI, ID, KS, LA, MD, MT, NM, NV, OK, OR, SC, TX, UM, UT, WA, WY), USA+ (PR, VI)","","","",""
"NADE2","","NADE2","Nama densum","","Nama","","densum","","","","","","","","","","","Lemmon","","","","","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY)","Annual","Forb/herb","L48 (N)",""
"NADEP","","NADEP","Nama densum var. parviflorum","","Nama","","densum","","","","var.","","parviflorum","","","","","Lemmon","(Greenm.) C.L. Hitchc.","","","","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY)","Annual","Forb/herb","L48 (N)",""
"NADI","","NADI","Nama dichotomum","","Nama","","dichotomum","","","","","","","","","","","(Ruiz & Pav.) Choisy","","","","","USA (AZ, CA, CO, NM, TX)","Annual","Forb/herb","L48 (N)",""
"NAHI","","NAHI","Nama hispidum","","Nama","","hispidum","","","","","","","","","","","A. Gray","","","","","USA (AZ, CA, CO, MD, NM, NV, OK, TX, UT)","Annual","Forb/herb","L48 (N)",""
"NARE","","NARE","Nama retrorsum","","Nama","","retrorsum","","","","","","","","","","","J.T. Howell","","","","","USA (AZ, CO, NM, UT)","Annual","Forb/herb","L48 (N)",""
"NASSE","","NASSE","Nassella","","Nassella","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, HI, IA, ID, IL, KS, KY, LA, MN, MT, NC, ND, NE, NM, NY, OK, OR, SC, SD, TX, UT, WI, WY), CAN (AB, BC, MB, NT, SK, YT)","","","",""
"NAVI4","","NAVI4","Nassella viridula","","Nassella","","viridula","","","","","","","","","","","(Trin.) Barkworth","","","","","USA (AZ, CA, CO, IA, ID, IL, KS, MN, MT, ND, NE, NM, NY, SD, UT, WI, WY), CAN (AB, BC, MB, NT, SK, YT)","Perennial","Graminoid","L48 (N), CAN (N)","Late Spring"
"NASTU2","","NASTU2","Nasturtium","","Nasturtium","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR, VI), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)","","","",""
"NAOF","","NAOF","Nasturtium officinale","","Nasturtium","","officinale","","","","","","","","","","","W.T. Aiton","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR, VI), CAN (AB, BC, MB, NB, NS, ON, QC, SK), FRA (SPM)","Perennial","Forb/herb","L48 (I), AK (I), PR (I), VI (I), CAN (I), SPM (I)",""
"NAVAR","","NAVAR","Navarretia","","Navarretia","","","","","","","","","","","","","","","","","","USA (AZ, CA, CO, IA, ID, MA, MT, ND, NE, NM, NV, OH, OR, PA, SD, TN, UT, WA, WY), CAN (AB, BC, SK)","","","",""
"NABR","","NABR","Navarretia breweri","","Navarretia","","breweri","","","","","","","","","","","(A. Gray) Greene","","","","","USA (AZ, CA, CO, ID, NV, OR, UT, WA, WY)","Annual","Forb/herb","L48 (N)",""
"NAFU","","NAFU","Navarretia furnissii","","Navarretia","","furnissii","","","","","","","","","","","L.A. Johnson & L.M. Chan","","","","","USA (CO, ID, MT, UT, WY)","Annual","Forb/herb","L48 (N)",""
"NAIN2","","NAIN2","Navarretia intertexta","","Navarretia","","intertexta","","","","","","","","","","","(Benth.) Hook.","","","","","USA (AZ, CA, CO, IA, ID, MA, MT, ND, NE, NM, NV, OH, OR, SD, TN, UT, WA, WY), CAN (BC)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NAINP3","","NAINP3","Navarretia intertexta ssp. propinqua","","Navarretia","","intertexta","ssp.","","propinqua","","","","","","","","(Benth.) Hook.","(Suksd.) Day","","","","USA (AZ, CA, CO, IA, ID, MA, MT, ND, NE, NM, NV, OH, OR, SD, TN, UT, WA, WY), CAN (BC)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NALE","","NALE","Navarretia leucocephala","","Navarretia","","leucocephala","","","","","","","","","","","Benth.","","","","","USA (AZ, CA, CO, ID, MA, MT, NV, OR, UT, WA, WY), CAN (AB, SK)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NALEM","","NALEM","Navarretia leucocephala ssp. minima","","Navarretia","","leucocephala","ssp.","","minima","","","","","","","","Benth.","(Nutt.) Day","","","","USA (AZ, CA, CO, ID, MA, MT, NV, OR, UT, WA, WY), CAN (AB, SK)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NASA3","","NASA3","Navarretia saximontana","","Navarretia","","saximontana","","","","","","","","","","","S.C. Spencer","","","","","USA (AZ, CO, ID, MT, ND, UT, WY), CAN (AB, SK)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NASI2","","NASI2","Navarretia sinistra","","Navarretia","","sinistra","","","","","","","","","","","(M.E. Jones) L.A. Johnson","","","","","USA (CA, CO, NV, OR)","Annual","Forb/herb","L48 (N)",""
"NASIS","","NASIS","Navarretia sinistra ssp. sinistra","","Navarretia","","sinistra","ssp.","","sinistra","","","","","","","","(M.E. Jones) L.A. Johnson","(M.E. Jones) L.A. Johnson","","","","USA (CA, CO, NV, OR)","Annual","Forb/herb","L48 (N)",""
"NEMOP","","NEMOP","Nemophila","","Nemophila","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, CA, CO, DE, FL, GA, ID, KY, LA, MD, MS, MT, NC, NV, OK, OR, SC, TN, TX, UT, VA, WA, WV, WY), CAN (AB, BC)","","","",""
"NEBR","","NEBR","Nemophila breviflora","","Nemophila","","breviflora","","","","","","","","","","","A. Gray","","","","","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NEOPA","","NEOPA","Neoparrya","","Neoparrya","","","","","","","","","","","","","","","","","","USA (CO, NM)","","","",""
"NELI2","","NELI2","Neoparrya lithophila","","Neoparrya","","lithophila","","","","","","","","","","","Mathias","","","","","USA (CO, NM)","Perennial","Forb/herb","L48 (N)",""
"NEOTO","","NEOTO","Neotorularia","","Neotorularia","","","","","","","","","","","","","","","","","","USA (AK, CO, MI, MT, VA, VT, WY), CAN (AB, BC, MB, NF, NT, NU, ON, QC, YT), DEN (GL)","","","",""
"NEHU2","","NEHU2","Neotorularia humilis","","Neotorularia","","humilis","","","","","","","","","","","(C.A. Mey.) Hedge & J. Léonard","","","","","USA (AK, CO, MI, MT, VA, VT, WY), CAN (AB, BC, MB, NF, NT, NU, ON, QC, YT), DEN (GL)","Biennial, Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)",""
"NEPET","","NEPET","Nepeta","","Nepeta","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK)","","","",""
"NECA2","","NECA2","Nepeta cataria","","Nepeta","","cataria","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK)","Perennial","Forb/herb","L48 (I), AK (I), CAN (I)",""
"NICAN","","NICAN","Nicandra","","Nicandra","","","","","","","","","","","","","","","","","","USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WA, WI, WV), CAN (NS, ON, PE, QC)","","","",""
"NIPH","","NIPH","Nicandra physalodes","","Nicandra","","physalodes","","","","","","","","","","","(L.) Scop.","","","","","USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WA, WI, WV), CAN (NS, ON, PE, QC)","Annual","Forb/herb","L48 (I), HI (I), CAN (I)",""
"NICOT","","NICOT","Nicotiana","","Nicotiana","","","","","","","","","","","","","","","","","","USA (AL, AZ, CA, CO, CT, DE, FL, GA, HI, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TX, UM, UT, VA, VT, WA, WI, WY), USA+ (PR, VI), CAN (BC, ON, QC)","","","",""
"NIAT","","NIAT","Nicotiana attenuata","","Nicotiana","","attenuata","","","","","","","","","","","Torr. ex S. Watson","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY), CAN (BC)","Annual","Forb/herb","L48 (N), CAN (N)",""
"NOCCA","","NOCCA","Noccaea","","Noccaea","","","","","","","","","","","","","","","","","","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY), CAN (NT, YT)","","","",""
"NOFE3","","NOFE3","Noccaea fendleri","","Noccaea","","fendleri","","","","","","","","","","","(A. Gray) Holub","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY)","Perennial","Forb/herb","L48 (N)",""
"NOFEG","","NOFEG","Noccaea fendleri ssp. glauca","","Noccaea","","fendleri","ssp.","","glauca","","","","","","","","(A. Gray) Holub","(A. Nelson) Al-Shehbaz & M. Koch","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY)","Perennial","Forb/herb","L48 (N)",""
"NOLIN","","NOLIN","Nolina","","Nolina","","","","","","","","","","","","","","","","","","USA (AL, AZ, CA, CO, FL, GA, MS, NM, NV, OK, SC, TN, TX, UT)","","","",""
"NOGR5","","NOGR5","Nolina greenei","","Nolina","","greenei","","","","","","","","","","","S. Watson ex Trel.","","","","","USA (CO, NM, OK)","Perennial","Shrub","L48 (N)",""
"NOTE","","NOTE","Nolina texana","","Nolina","","texana","","","","","","","","","","","S. Watson","","","","","USA (AZ, CO, NM, OK, TX)","Perennial","Subshrub, Shrub","L48 (N)",""
"NOTHO5","","NOTHO5","Nothocalais","","Nothocalais","","","","","","","","","","","","","","","","","","USA (AR, CA, CO, IA, ID, IL, KS, MN, MO, MT, ND, NE, NM, NV, NY, OK, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, SK)","","","",""
"NOCU","","NOCU","Nothocalais cuspidata","","Nothocalais","","cuspidata","","","","","","","","","","","(Pursh) Greene","","","","","USA (AR, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, NY, OK, SD, TX, WI, WY), CAN (AB, MB, SK)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"NOTHO","","NOTHO","Notholaena","","Notholaena","","","","","","","","","","","","","","","","","","USA (AZ, CA, CO, NM, OK, TX), USA+ (PR)","","","",""
"NOST","","NOST","Notholaena standleyi","","Notholaena","","standleyi","","","","","","","","","","","Maxon","","","","","USA (AZ, CO, NM, OK, TX)","Perennial","Forb/herb","L48 (N)",""
"NUPHA","","NUPHA","Nuphar","","Nuphar","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)","","","",""
"NULU","","NULU","Nuphar lutea","","Nuphar","","lutea","","","","","","","","","","","(L.) Sm.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), SPM (N)",""
"NULUP","","NULUP","Nuphar lutea ssp. polysepala","","Nuphar","","lutea","ssp.","","polysepala","","","","","","","","(L.) Sm.","(Engelm.) E.O. Beal","","","","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, YT)","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)","Spring"
"NUTTA","","NUTTA","Nuttallanthus","","Nuttallanthus","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NS, ON, QC, SK)","","","",""
"NUTE","","NUTE","Nuttallanthus texanus","","Nuttallanthus","","texanus","","","","","","","","","","","(Scheele) D.A. Sutton","","","","","USA (AL, AR, AZ, CA, CO, FL, GA, HI, IL, KS, KY, LA, MN, MO, MS, MT, NC, ND, NE, NM, OK, OR, SC, SD, TN, TX, UT, VA, WA, WY), CAN (AB, BC, SK)","Annual, Biennial","Forb/herb","L48 (N), HI (I), CAN (N)",""
"NYMPH","","NYMPH","Nymphaea","","Nymphaea","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), USA+ (PR, VI), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","","","",""
"NYOD","","NYOD","Nymphaea odorata","","Nymphaea","","odorata","","","","","","","","","","","Aiton","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), USA+ (PR), CAN (BC, MB, NB, NF, NS, ON, PE, QC, SK)","Perennial","Forb/herb","L48 (N), AK (I), PR (N), CAN (N)",""
"NYODO","","NYODO","Nymphaea odorata ssp. odorata","","Nymphaea","","odorata","ssp.","","odorata","","","","","","","","Aiton","Aiton","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), USA+ (PR), CAN (BC, MB, NB, NF, NS, ON, PE, QC, SK)","Perennial","Forb/herb","L48 (N), AK (I), PR (N), CAN (N)",""
"OENOT","","OENOT","Oenothera","","Oenothera","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)","","","",""
"OEAC","","OEAC","Oenothera acutissima","","Oenothera","","acutissima","","","","","","","","","","","W.L. Wagner","","","","","USA (CO, UT)","Perennial","Forb/herb","L48 (N)",""
"OEAL","","OEAL","Oenothera albicaulis","","Oenothera","","albicaulis","","","","","","","","","","","Pursh","","","","","USA (AZ, CO, IL, KS, MT, ND, NE, NM, NV, NY, OK, SD, TX, UT, WY)","Annual","Forb/herb","L48 (N)",""
"OECA10","","OECA10","Oenothera caespitosa","","Oenothera","","caespitosa","","","","","","","","","","","Nutt.","","","","","USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, MB, SK)","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)","Late Spring"
"OECAC2","","OECAC2","Oenothera caespitosa ssp. caespitosa","","Oenothera","","caespitosa","ssp.","","caespitosa","","","","","","","","Nutt.","Nutt.","","","","USA (CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, MB, SK)","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)",""
"OECAM3","","OECAM3","Oenothera caespitosa ssp. macroglottis","","Oenothera","","caespitosa","ssp.","","macroglottis","","","","","","","","Nutt.","(Rydb.) W.L. Wagner","","","","USA (CO, NM, UT, WY)","Perennial","Forb/herb, Subshrub","L48 (N)",""
"OECAM4","","OECAM4","Oenothera caespitosa ssp. marginata","","Oenothera","","caespitosa","ssp.","","marginata","","","","","","","","Nutt.","(Nutt. ex Hook. & Arn.) Munz","","","","USA (AZ, CA, CO, ID, NM, NV, OR, TX, UT, WA, WY)","Perennial","Forb/herb, Subshrub","L48 (N)",""
"OECAN","","OECAN","Oenothera caespitosa ssp. navajoensis","","Oenothera","","caespitosa","ssp.","","navajoensis","","","","","","","","Nutt.","W.L. Wagner, Stockhouse & Klein","","","","USA (AZ, CO, NM, UT)","Perennial","Forb/herb, Subshrub","L48 (N)",""
"OECA3","","OECA3","Oenothera canescens","","Oenothera","","canescens","","","","","","","","","","","Torr. & Frém.","","","","","USA (CO, KS, NE, NM, OK, TX, WY)","Perennial","Forb/herb","L48 (N)",""
"OECI","","OECI","Oenothera cinerea","","Oenothera","","cinerea","","","","","","","","","","","(Wooton & Standl.) W.L. Wagner & Hoch","","","","","USA (CA, CO, KS, NJ, NM, OK, TX)","Perennial","Subshrub, Forb/herb","L48 (NI)",""
"OECIC","","OECIC","Oenothera cinerea ssp. cinerea","","Oenothera","","cinerea","ssp.","","cinerea","","","","","","","","(Wooton & Standl.) W.L. Wagner & Hoch","(Wooton & Standl.) W.L. Wagner & Hoch","","","","USA (CA, CO, KS, NJ, NM, OK, TX)","Perennial","Subshrub, Forb/herb","L48 (NI)",""
"OECO2","","OECO2","Oenothera coronopifolia","","Oenothera","","coronopifolia","","","","","","","","","","","Torr. & A. Gray","","","","","USA (AZ, CO, ID, KS, NE, NM, SD, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"OEDE2","","OEDE2","Oenothera deltoides","","Oenothera","","deltoides","","","","","","","","","","","Torr. & Frém.","","","","","USA (AZ, CA, CO, NV, OR, UT)","Annual, Perennial","Forb/herb","L48 (N)",""
"OEDED4","","OEDED4","Oenothera deltoides ssp. deltoides","","Oenothera","","deltoides","ssp.","","deltoides","","","","","","","","Torr. & Frém.","Torr. & Frém.","","","","USA (AZ, CA, CO, NV, UT)","Annual, Perennial","Forb/herb","L48 (N)",""
"OEEL","","OEEL","Oenothera elata","","Oenothera","","elata","","","","","","","","","","","Kunth","","","","","USA (AZ, CA, CO, ID, KS, MT, NM, NV, OK, OR, TX, UT, WA, WY)","Biennial, Perennial","Forb/herb","L48 (N)","Mid Summer"
"OEELH","","OEELH","Oenothera elata ssp. hirsutissima","","Oenothera","","elata","ssp.","","hirsutissima","","","","","","","","Kunth","(A. Gray ex S. Watson) W. Dietr.","","","","USA (AZ, CA, CO, ID, KS, MT, NM, NV, OK, OR, TX, UT, WA, WY)","Biennial, Perennial","Forb/herb","L48 (N)",""
"OEEN","","OEEN","Oenothera engelmannii","","Oenothera","","engelmannii","","","","","","","","","","","(Small) Munz","","","","","USA (CO, KS, NM, OK, TX)","Annual","Forb/herb","L48 (N)",""
"OEFL","","OEFL","Oenothera flava","","Oenothera","","flava","","","","","","","","","","","(A. Nelson) Garrett","","","","","USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, SK)","Perennial","Forb/herb","L48 (N), CAN (N)","Mid Spring"
